id,createdAt,updatedAt,assetId,color,coverage
01G2YQA2CCEGKMB2KYGMHFM4S5,2022-05-13 12:46:45.824737,2022-05-13 12:46:45.824737,01G118D2AE2BTEXMKNFZT0XE2P,Golden Rod,0.123594
01G2YQA2CCFZMVBR30HGPAYVXW,2022-05-13 12:46:45.826127,2022-05-13 12:46:45.826127,01G118D2AE2BTEXMKNFZT0XE2P,Black,0.165156
01G2YQA2V31CVQW1KM9W78FFNQ,2022-05-13 12:46:46.361574,2022-05-13 12:46:46.361574,01G118D2AE7YG3N6M1X68ENJYT,Yellow,0.632969
01G2YQA39B313RK4ZHN72V2XR2,2022-05-13 12:46:46.800698,2022-05-13 12:46:46.800698,01G118D2AF84947FS5VZNHPFVK,Golden Rod,0.103281
01G2YQA39B6M891VTP6J1DX7DS,2022-05-13 12:46:46.802252,2022-05-13 12:46:46.802252,01G118D2AF84947FS5VZNHPFVK,Rosy Brown,0.149844
01G2YQA39BCC8VDQXYM848RHKQ,2022-05-13 12:46:46.797569,2022-05-13 12:46:46.797569,01G118D2AF84947FS5VZNHPFVK,Green,0.127031
01G2YQA39BDS0EXDMVBNNQD5YC,2022-05-13 12:46:46.799221,2022-05-13 12:46:46.799221,01G118D2AF84947FS5VZNHPFVK,Sienna,0.13875
01G2YQA3K09BQXC7B381YETGGC,2022-05-13 12:46:47.103926,2022-05-13 12:46:47.103926,01G118D2AR4ESBB9M07KJJ04T3,Golden Rod,0.112344
01G2YQA3K0F3BFMP6TFXWA9564,2022-05-13 12:46:47.102398,2022-05-13 12:46:47.102398,01G118D2AR4ESBB9M07KJJ04T3,Sienna,0.202187
01G2YQA3K0GKG4J0X7RGZMMZFJ,2022-05-13 12:46:47.105679,2022-05-13 12:46:47.105679,01G118D2AR4ESBB9M07KJJ04T3,Khaki,0.242656
01G2YQA3K0S5FZ81YQDNGQANP0,2022-05-13 12:46:47.100612,2022-05-13 12:46:47.100612,01G118D2AR4ESBB9M07KJJ04T3,"Tan ",0.125313
01G2YQA3P42KKE278PQR82FNF3,2022-05-13 12:46:47.221738,2022-05-13 12:46:47.221738,01G118D2ASRESY9CWVARWY0MG0,Black,0.169375
01G2YQA3P4AEBQPH1A416Y3TDH,2022-05-13 12:46:47.218168,2022-05-13 12:46:47.218168,01G118D2ASRESY9CWVARWY0MG0,Light Gray,0.195
01G2YQA3P4BRT977A9PXYXBQ85,2022-05-13 12:46:47.220058,2022-05-13 12:46:47.220058,01G118D2ASRESY9CWVARWY0MG0,Khaki,0.100625
01G2YQA3P4DTRB7J9R6W8BZBE8,2022-05-13 12:46:47.216441,2022-05-13 12:46:47.216441,01G118D2ASRESY9CWVARWY0MG0,Golden Rod,0.288906
01G2YQA3P4TCFAWVCSQP4GRG41,2022-05-13 12:46:47.214698,2022-05-13 12:46:47.214698,01G118D2ASRESY9CWVARWY0MG0,Green,0.135469
01G2YQA3T76XP51JPN95H4N3BE,2022-05-13 12:46:47.355506,2022-05-13 12:46:47.355506,01G118D2ATEK5NXRZQ1ZRAACCG,"Tan ",0.224844
01G2YQA3T7Q06TPS1STEFHZ2TM,2022-05-13 12:46:47.350681,2022-05-13 12:46:47.350681,01G118D2ATEK5NXRZQ1ZRAACCG,Beige,0.159531
01G2YQA3T7SM527HBJ968BVC5B,2022-05-13 12:46:47.358517,2022-05-13 12:46:47.358517,01G118D2ATEK5NXRZQ1ZRAACCG,Rosy Brown,0.18375
01G2YQA41EYYA1KCVKJ5KB5DAX,2022-05-13 12:46:47.538743,2022-05-13 12:46:47.538743,01G118D2ATX0RWAGKJKE8MHYPK,Sienna,0.368125
01G2YQA41EZRWBFN07869DXQ1S,2022-05-13 12:46:47.54231,2022-05-13 12:46:47.54231,01G118D2ATX0RWAGKJKE8MHYPK,Golden Rod,0.218594
01G2YQA4900PK0T3Y6H9MA0TC2,2022-05-13 12:46:47.73307,2022-05-13 12:46:47.73307,01G118D2AVNS65VX0MHVGDBE29,White,0.10375
01G2YQA49066DAZ8PASJ7XB677,2022-05-13 12:46:47.737321,2022-05-13 12:46:47.737321,01G118D2AVNS65VX0MHVGDBE29,Bordeaux/ Fire Brick,0.267656
01G2YQA490H8QKNN53AEMHCDG6,2022-05-13 12:46:47.740656,2022-05-13 12:46:47.740656,01G118D2AVNS65VX0MHVGDBE29,Red,0.238281
01G2YQA4HPCQX4B9Z7PZPMY1VE,2022-05-13 12:46:48.076124,2022-05-13 12:46:48.076124,01G118D2AWQWRK5ZGB9KZM5V59,Black,0.604531
01G2YQA4W6CB9RVJRRNX9Q5STZ,2022-05-13 12:46:48.432336,2022-05-13 12:46:48.432336,01G118D2AX62S7195HQBMWYAYD,Green,0.383594
01G2YQA4W737RFEF4P7XB1X7TC,2022-05-13 12:46:48.437596,2022-05-13 12:46:48.437596,01G118D2AX62S7195HQBMWYAYD,Rosy Brown,0.149375
01G2YQA4W7AA9EJ6NNQ6A35SF4,2022-05-13 12:46:48.434069,2022-05-13 12:46:48.434069,01G118D2AX62S7195HQBMWYAYD,"Tan ",0.146719
01G2YQA4W7RD0E7ND9J3MZ1DK5,2022-05-13 12:46:48.435855,2022-05-13 12:46:48.435855,01G118D2AX62S7195HQBMWYAYD,Khaki,0.102031
01G2YQA5233AXZQ17C6SZJ20P0,2022-05-13 12:46:48.579842,2022-05-13 12:46:48.579842,01G118D2AXQ4HCZM2MXS0F2XDX,Light Gray,0.260938
01G2YQA523E5ZG3B69WAC0CB8R,2022-05-13 12:46:48.576458,2022-05-13 12:46:48.576458,01G118D2AXQ4HCZM2MXS0F2XDX,Gray,0.13125
01G2YQA523SNK153HTPAE9HPYC,2022-05-13 12:46:48.582888,2022-05-13 12:46:48.582888,01G118D2AXQ4HCZM2MXS0F2XDX,Navy,0.113281
01G2YQA5AP0V8CS16CATC4JAYZ,2022-05-13 12:46:48.86743,2022-05-13 12:46:48.86743,01G118D2AYXMMC6W1TEBS613ZJ,Sienna,0.108906
01G2YQA5AP4HVNSR1EP12KFVZM,2022-05-13 12:46:48.865908,2022-05-13 12:46:48.865908,01G118D2AYXMMC6W1TEBS613ZJ,"Tan ",0.132031
01G2YQA5AP9FEJ7VRJ2ESNBGX6,2022-05-13 12:46:48.870451,2022-05-13 12:46:48.870451,01G118D2AYXMMC6W1TEBS613ZJ,Black,0.119219
01G2YQA5APAVB4JWPXXT9KWM8N,2022-05-13 12:46:48.869054,2022-05-13 12:46:48.869054,01G118D2AYXMMC6W1TEBS613ZJ,Light Gray,0.15875
01G2YQA5HS22CJ7A0CN8GQ7G4H,2022-05-13 12:46:49.102475,2022-05-13 12:46:49.102475,01G118D2BC02GTF8MMSJE3E5BW,Green,0.339531
01G2YQA5HSJAFG0VNS1QCQ5GN6,2022-05-13 12:46:49.10842,2022-05-13 12:46:49.10842,01G118D2BC02GTF8MMSJE3E5BW,Red,0.156719
01G2YQA5HSNQM2EKMX35D0ANK4,2022-05-13 12:46:49.105526,2022-05-13 12:46:49.105526,01G118D2BC02GTF8MMSJE3E5BW,Khaki,0.161719
01G2YQA5P5M2DM09YMP1YYC45J,2022-05-13 12:46:49.218407,2022-05-13 12:46:49.218407,01G118D2BDEZ8FYV0WSXBQ0A2F,Light Gray,0.261406
01G2YQA61PFVN8EQRSTFSBTTX8,2022-05-13 12:46:49.62222,2022-05-13 12:46:49.62222,01G118D2BEQRKC7FTZPZX22QJW,Green,0.132344
01G2YQA61Q7692PQ7TY3AG66VK,2022-05-13 12:46:49.627468,2022-05-13 12:46:49.627468,01G118D2BEQRKC7FTZPZX22QJW,Black,0.15875
01G2YQA61QPYZNJAJGN9BTYMY6,2022-05-13 12:46:49.625645,2022-05-13 12:46:49.625645,01G118D2BEQRKC7FTZPZX22QJW,Gray,0.124531
01G2YQA61QQZ50SCSQC5WYD240,2022-05-13 12:46:49.623804,2022-05-13 12:46:49.623804,01G118D2BEQRKC7FTZPZX22QJW,"Tan ",0.139687
01G2YQA6568ADTFSA7M1K9XM21,2022-05-13 12:46:49.698109,2022-05-13 12:46:49.698109,01G118D2BES8G0DZX144PKQ32D,Golden Rod,0.529063
01G2YQA656W0P0M8AFE20X4GYM,2022-05-13 12:46:49.706978,2022-05-13 12:46:49.706978,01G118D2BES8G0DZX144PKQ32D,Orange,0.305313
01G2YQA6B602ZYRHYV89BS78F4,2022-05-13 12:46:49.861444,2022-05-13 12:46:49.861444,01G118D2BFK3GWM22T6MRZ96S5,Green,0.169531
01G2YQA6B6H60P2YEXNVA8N97H,2022-05-13 12:46:49.864854,2022-05-13 12:46:49.864854,01G118D2BFK3GWM22T6MRZ96S5,Light Gray,0.164844
01G2YQA6B6P4WCRYYZPYR6TM53,2022-05-13 12:46:49.860061,2022-05-13 12:46:49.860061,01G118D2BFK3GWM22T6MRZ96S5,White,0.119844
01G2YQA6B6VZ76YM3Y9GF9DMER,2022-05-13 12:46:49.86292,2022-05-13 12:46:49.86292,01G118D2BFK3GWM22T6MRZ96S5,Gray,0.178125
01G2YQA6Q9PQFENTNBB8FCEX5Z,2022-05-13 12:46:50.236283,2022-05-13 12:46:50.236283,01G118D2BFZ6XTS1JE20805WZ2,Light Gray,0.565938
01G2YQA72ABGQHA2R8YA4AFVX4,2022-05-13 12:46:50.639938,2022-05-13 12:46:50.639938,01G118D2BGDK0H8ZW3KBYJ9PN7,"Tan ",0.136875
01G2YQA72ABWSVK057XCMV3VD7,2022-05-13 12:46:50.644661,2022-05-13 12:46:50.644661,01G118D2BGDK0H8ZW3KBYJ9PN7,Sienna,0.32375
01G2YQA72AQV8EZ08VQE37RGH6,2022-05-13 12:46:50.647678,2022-05-13 12:46:50.647678,01G118D2BGDK0H8ZW3KBYJ9PN7,Golden Rod,0.187031
01G2YQA75C1FW5R1Z3T9CHZSNC,2022-05-13 12:46:50.768515,2022-05-13 12:46:50.768515,01G118D2BGZ6J2EHYSQR5Y60YW,Gray,0.235469
01G2YQA75CGHK65P7HJD78B5Q2,2022-05-13 12:46:50.777096,2022-05-13 12:46:50.777096,01G118D2BGZ6J2EHYSQR5Y60YW,Rosy Brown,0.103437
01G2YQA75CWN6NWBG4N7B02386,2022-05-13 12:46:50.771426,2022-05-13 12:46:50.771426,01G118D2BGZ6J2EHYSQR5Y60YW,Light Gray,0.141094
01G2YQA7DH0H0RA08P3FADVM9N,2022-05-13 12:46:50.992066,2022-05-13 12:46:50.992066,01G118D2BJ39W2XQWFR0XBMMAF,Golden Rod,0.115625
01G2YQA7DHB9SNPPKQB91YN602,2022-05-13 12:46:50.990158,2022-05-13 12:46:50.990158,01G118D2BJ39W2XQWFR0XBMMAF,Light Blue,0.23
01G2YQA7DHGJQ9BVF8S52AYXGY,2022-05-13 12:46:50.995191,2022-05-13 12:46:50.995191,01G118D2BJ39W2XQWFR0XBMMAF,Light Gray,0.194375
01G2YQA7DHY3KBEDM6PFG6810Y,2022-05-13 12:46:50.99375,2022-05-13 12:46:50.99375,01G118D2BJ39W2XQWFR0XBMMAF,Gray,0.144063
01G2YQA7V9Q5SMK77AYNV6BH9D,2022-05-13 12:46:51.475875,2022-05-13 12:46:51.475875,01G118D2BJTXR9RD7FMKK9D3R6,Sienna,0.121719
01G2YQA7VAEZ0TE44B6M8EPT38,2022-05-13 12:46:51.479294,2022-05-13 12:46:51.479294,01G118D2BJTXR9RD7FMKK9D3R6,Gray,0.351406
01G2YQA7VAFM37MSB39YZCCMGQ,2022-05-13 12:46:51.477599,2022-05-13 12:46:51.477599,01G118D2BJTXR9RD7FMKK9D3R6,Golden Rod,0.169062
01G2YQA7VAY2ACRJYDNTWW8HNE,2022-05-13 12:46:51.480666,2022-05-13 12:46:51.480666,01G118D2BJTXR9RD7FMKK9D3R6,Light Gray,0.11375
01G2YQA84R58SFGYT6SCBD3FF2,2022-05-13 12:46:51.784922,2022-05-13 12:46:51.784922,01G118D2BKE85SWWZ05N9E291T,Green,0.134062
01G2YQA84RNEWNNQF0SJKAHJ46,2022-05-13 12:46:51.79256,2022-05-13 12:46:51.79256,01G118D2BKE85SWWZ05N9E291T,Black,0.111875
01G2YQA84RY96CKQ50WMEH1NA2,2022-05-13 12:46:51.788148,2022-05-13 12:46:51.788148,01G118D2BKE85SWWZ05N9E291T,Light Gray,0.199531
01G2YQA8ANZ58C69Q1WJ42KZBV,2022-05-13 12:46:51.882395,2022-05-13 12:46:51.882395,01G118D2BKQGCG8W8GGZJ9QJA7,Orange,0.695469
01G2YQA8GF40X8BAW7Q647YS66,2022-05-13 12:46:52.076129,2022-05-13 12:46:52.076129,01G118D2BM7CQ13PQM397W6GN6,Green,0.101719
01G2YQA8GF4ZB4AH5F4WQ409DB,2022-05-13 12:46:52.079657,2022-05-13 12:46:52.079657,01G118D2BM7CQ13PQM397W6GN6,Golden Rod,0.263281
01G2YQA8GFJ4HMGR09NYNHYVJ3,2022-05-13 12:46:52.078076,2022-05-13 12:46:52.078076,01G118D2BM7CQ13PQM397W6GN6,Sienna,0.129375
01G2YQA8GFK1GV8HWNW2H258NM,2022-05-13 12:46:52.081326,2022-05-13 12:46:52.081326,01G118D2BM7CQ13PQM397W6GN6,Gray,0.148281
01G2YQA8ZAJQE196PMNAV79BN8,2022-05-13 12:46:52.628922,2022-05-13 12:46:52.628922,01G118D2BN6WYFTZ59J7C98F1S,Light Blue,0.32875
01G2YQA8ZB5DT4CMAK4FJDQCAT,2022-05-13 12:46:52.634038,2022-05-13 12:46:52.634038,01G118D2BN6WYFTZ59J7C98F1S,Light Gray,0.157656
01G2YQA8ZBXYQE8KSYTBE9PQY0,2022-05-13 12:46:52.632526,2022-05-13 12:46:52.632526,01G118D2BN6WYFTZ59J7C98F1S,Gray,0.104687
01G2YQA8ZBYTF3PK04V1BBXYFB,2022-05-13 12:46:52.630618,2022-05-13 12:46:52.630618,01G118D2BN6WYFTZ59J7C98F1S,Sienna,0.185469
01G2YQA9AF579HRTRM3ZQAGACV,2022-05-13 12:46:52.993076,2022-05-13 12:46:52.993076,01G118D2BN74CPNXJASFXZQ18R,Black,0.206719
01G2YQA9AFWGNW5D4256FGCR5T,2022-05-13 12:46:52.987161,2022-05-13 12:46:52.987161,01G118D2BN74CPNXJASFXZQ18R,Green,0.229219
01G2YQA9AFWY9KZXE7HDVZJ0GG,2022-05-13 12:46:52.990226,2022-05-13 12:46:52.990226,01G118D2BN74CPNXJASFXZQ18R,Light Gray,0.160313
01G2YQA9HD5AFXRJXY5E8ABD3S,2022-05-13 12:46:53.16517,2022-05-13 12:46:53.16517,01G118D2BPHE6GXZXRJCNPMHSR,Yellow,0.112969
01G2YQA9HD91KE130VD0VB1HYS,2022-05-13 12:46:53.161474,2022-05-13 12:46:53.161474,01G118D2BPHE6GXZXRJCNPMHSR,Light Gray,0.201562
01G2YQA9VH11NPXGSC41TD1KHG,2022-05-13 12:46:53.520335,2022-05-13 12:46:53.520335,01G118D2BQ8CDCX48Q7YRKG7W3,Green,0.262969
01G2YQA9VH9PAS5QJWYCKM1A0X,2022-05-13 12:46:53.524348,2022-05-13 12:46:53.524348,01G118D2BQ8CDCX48Q7YRKG7W3,Light Gray,0.139531
01G2YQA9VHNBHP7WFRSN4KT080,2022-05-13 12:46:53.528799,2022-05-13 12:46:53.528799,01G118D2BQ8CDCX48Q7YRKG7W3,Black,0.1825
01G2YQAA3T7WKGKQB2JEENZXPP,2022-05-13 12:46:53.80213,2022-05-13 12:46:53.80213,01G118D2BQJN391ZHBQ5ZK67CJ,Orange,0.167187
01G2YQAA3TE2HAKF8CD04892TB,2022-05-13 12:46:53.797397,2022-05-13 12:46:53.797397,01G118D2BQJN391ZHBQ5ZK67CJ,Sienna,0.197187
01G2YQAA3TWGWK4VAQ52ADX199,2022-05-13 12:46:53.800618,2022-05-13 12:46:53.800618,01G118D2BQJN391ZHBQ5ZK67CJ,Gray,0.101094
01G2YQAA3TZKNY7H2P03MG9BCH,2022-05-13 12:46:53.798949,2022-05-13 12:46:53.798949,01G118D2BQJN391ZHBQ5ZK67CJ,Golden Rod,0.301719
01G2YQAAEF2TVN912CA2PAJ6GM,2022-05-13 12:46:54.129003,2022-05-13 12:46:54.129003,01G118D2BR736SJVMNJ46WMB6B,Gray,0.190156
01G2YQAAEFJMNVX3RVH8ZA9AVP,2022-05-13 12:46:54.12529,2022-05-13 12:46:54.12529,01G118D2BR736SJVMNJ46WMB6B,Green,0.1975
01G2YQAAEFYJ8T2VNQFNSHC98Y,2022-05-13 12:46:54.132199,2022-05-13 12:46:54.132199,01G118D2BR736SJVMNJ46WMB6B,Light Gray,0.322188
01G2YQAAH92BDR191ES28MQ9NZ,2022-05-13 12:46:54.195162,2022-05-13 12:46:54.195162,01G118XFC2TTD3WGA2KN0X4NBA,Gray,0.103125
01G2YQAAH99XCHZ50H4NQV7F1Q,2022-05-13 12:46:54.196872,2022-05-13 12:46:54.196872,01G118XFC2TTD3WGA2KN0X4NBA,Light Gray,0.1275
01G2YQAAH9GFC54W1C4N4KR6WH,2022-05-13 12:46:54.193717,2022-05-13 12:46:54.193717,01G118XFC2TTD3WGA2KN0X4NBA,Green,0.115938
01G2YQAAH9PBFK40077053TKVZ,2022-05-13 12:46:54.198309,2022-05-13 12:46:54.198309,01G118XFC2TTD3WGA2KN0X4NBA,Black,0.180156
01G2YQAAZNKNX4P6JR8C3WCAVB,2022-05-13 12:46:54.602097,2022-05-13 12:46:54.602097,01G118XFCB1VM2NQSVCJA5544R,Sienna,0.417656
01G2YQAB13CJZ3XFCGQHTBRTDY,2022-05-13 12:46:54.740781,2022-05-13 12:46:54.740781,01G118XFCC20KDS838JENAJA80,Golden Rod,0.150156
01G2YQAB13P8XJNGDE35WXV767,2022-05-13 12:46:54.737268,2022-05-13 12:46:54.737268,01G118XFCC20KDS838JENAJA80,Sienna,0.357812
01G2YQABAE12Z4R2DFKQG7M9M4,2022-05-13 12:46:54.955506,2022-05-13 12:46:54.955506,01G118XFCDQ8QNVT3AXNR7YX5T,Black,0.235313
01G2YQABAE1VT6VFT1YWWX4T8M,2022-05-13 12:46:54.952059,2022-05-13 12:46:54.952059,01G118XFCDQ8QNVT3AXNR7YX5T,Gray,0.120625
01G2YQABAEAQCCFJ97J2CKK5X7,2022-05-13 12:46:54.949088,2022-05-13 12:46:54.949088,01G118XFCDQ8QNVT3AXNR7YX5T,Green,0.358906
01G2YQABAR5XHCT7S2MHFB7C6F,2022-05-13 12:46:55.00671,2022-05-13 12:46:55.00671,01G118XFCEGQGJ79M1AS83NEAG,Black,0.215469
01G2YQABARNRJQXQX51WG5G5RX,2022-05-13 12:46:55.003396,2022-05-13 12:46:55.003396,01G118XFCEGQGJ79M1AS83NEAG,Navy,0.155
01G2YQABARSQMNKZXACA2XS0MC,2022-05-13 12:46:54.997561,2022-05-13 12:46:54.997561,01G118XFCEGQGJ79M1AS83NEAG,Green,0.150156
01G2YQABPN28MPT517PWXN1ZEN,2022-05-13 12:46:55.387015,2022-05-13 12:46:55.387015,01G118XFCESC5Q84ZKGX5TS3QB,Gray,0.122188
01G2YQABPNDYHK7N0TAPY6671J,2022-05-13 12:46:55.383781,2022-05-13 12:46:55.383781,01G118XFCESC5Q84ZKGX5TS3QB,Green,0.104687
01G2YQABPNX3ENK099HPE32B96,2022-05-13 12:46:55.392616,2022-05-13 12:46:55.392616,01G118XFCESC5Q84ZKGX5TS3QB,Light Gray,0.348125
01G2YQAC220FZR8SN38W5F9JR5,2022-05-13 12:46:55.713446,2022-05-13 12:46:55.713446,01G118XFCFWPNDDH25DT3J3P0F,Green,0.487031
01G2YQAC22E40AVNGEAEJ7GNV2,2022-05-13 12:46:55.716247,2022-05-13 12:46:55.716247,01G118XFCFWPNDDH25DT3J3P0F,Gray,0.293594
01G2YQAC9DRVQJ3T23F9VGGAM9,2022-05-13 12:46:55.999133,2022-05-13 12:46:55.999133,01G118XFCGDBCW8NM184SNQ3JA,White Blue,0.128438
01G2YQAC9ET16P5ER1SG2BG65R,2022-05-13 12:46:56.004475,2022-05-13 12:46:56.004475,01G118XFCGDBCW8NM184SNQ3JA,Light Blue,0.120469
01G2YQAC9ETJTDMHRY669EM1W1,2022-05-13 12:46:56.007779,2022-05-13 12:46:56.007779,01G118XFCGDBCW8NM184SNQ3JA,Light Gray,0.103437
01G2YQAC9EY69X9KA3E9ZZ98WA,2022-05-13 12:46:56.006018,2022-05-13 12:46:56.006018,01G118XFCGDBCW8NM184SNQ3JA,Golden Rod,0.159844
01G2YQACGW1A7V4TYB085NDSH9,2022-05-13 12:46:56.269023,2022-05-13 12:46:56.269023,01G118XFCGT0VCSFEDJDQ4A0HX,Golden Rod,0.104219
01G2YQACGW21453WZ7KY5Q2X4P,2022-05-13 12:46:56.264382,2022-05-13 12:46:56.264382,01G118XFCGT0VCSFEDJDQ4A0HX,Sienna,0.218125
01G2YQACGWCK6TEPAKC9G3KNRJ,2022-05-13 12:46:56.272863,2022-05-13 12:46:56.272863,01G118XFCGT0VCSFEDJDQ4A0HX,Black,0.127969
01G2YQACSQN2W2JZ371YXKXBH9,2022-05-13 12:46:56.552016,2022-05-13 12:46:56.552016,01G118XFCH80Q06P3A8GHDGZD8,Sienna,0.104219
01G2YQACSQP9PXCK6FRX7KYCBW,2022-05-13 12:46:56.548835,2022-05-13 12:46:56.548835,01G118XFCH80Q06P3A8GHDGZD8,Green,0.100781
01G2YQACSQV6ZGCAVN6WBWM77P,2022-05-13 12:46:56.542949,2022-05-13 12:46:56.542949,01G118XFCH80Q06P3A8GHDGZD8,Light Blue,0.122344
01G2YQAD4J3X7S5EQD10PAAWP3,2022-05-13 12:46:56.906561,2022-05-13 12:46:56.906561,01G118XFCJTF79EV8PW4QSTQ47,Sienna,0.165156
01G2YQAD4JN2HFDXZ4CXKPTWWW,2022-05-13 12:46:56.91119,2022-05-13 12:46:56.91119,01G118XFCJTF79EV8PW4QSTQ47,Golden Rod,0.158438
01G2YQADDQ9KET3QEANMP84EVG,2022-05-13 12:46:57.185205,2022-05-13 12:46:57.185205,01G118XFCMB76R2666MMWS8T6W,Sienna,0.153437
01G2YQADDQQ04GH7GH6YWR3K4M,2022-05-13 12:46:57.186682,2022-05-13 12:46:57.186682,01G118XFCMB76R2666MMWS8T6W,Golden Rod,0.230625
01G2YQADDQRD6RAKR9C3H34GE9,2022-05-13 12:46:57.183497,2022-05-13 12:46:57.183497,01G118XFCMB76R2666MMWS8T6W,Green,0.2975
01G2YQADDQT4DMXC9MZB3GWCGC,2022-05-13 12:46:57.188447,2022-05-13 12:46:57.188447,01G118XFCMB76R2666MMWS8T6W,Khaki,0.101406
01G2YQAE1RFJFX33J7RF5KKJE6,2022-05-13 12:46:57.828139,2022-05-13 12:46:57.828139,01G118XFCNZ9CT56601ZQRZ0AS,Navy,0.162969
01G2YQAE1RG04H7YVDY4NRPQRF,2022-05-13 12:46:57.829723,2022-05-13 12:46:57.829723,01G118XFCNZ9CT56601ZQRZ0AS,Steel Blue,0.103281
01G2YQAE1RWPDY17D8S5K9JEQT,2022-05-13 12:46:57.824828,2022-05-13 12:46:57.824828,01G118XFCNZ9CT56601ZQRZ0AS,Green,0.13
01G2YQAE1RX4026PRJBT5RJ3P2,2022-05-13 12:46:57.826468,2022-05-13 12:46:57.826468,01G118XFCNZ9CT56601ZQRZ0AS,Gray,0.164531
01G2YQAED4FW0N8YDBC05XR91Z,2022-05-13 12:46:58.160796,2022-05-13 12:46:58.160796,01G118XFCP0PVSHT6XHEMRR8K4,Light Gray,0.214687
01G2YQAED4HNK4N4GHGYPGBQZX,2022-05-13 12:46:58.162409,2022-05-13 12:46:58.162409,01G118XFCP0PVSHT6XHEMRR8K4,Khaki,0.102969
01G2YQAED4K6KEWFXK38GWV8K1,2022-05-13 12:46:58.157415,2022-05-13 12:46:58.157415,01G118XFCP0PVSHT6XHEMRR8K4,Green,0.271719
01G2YQAED4Q7J75X648NGQHZP5,2022-05-13 12:46:58.159316,2022-05-13 12:46:58.159316,01G118XFCP0PVSHT6XHEMRR8K4,Gray,0.129688
01G2YQAEMT6CRPC3T35BCR3C6R,2022-05-13 12:46:58.413459,2022-05-13 12:46:58.413459,01G118XFCPTA4D0FCYMB3C2KA8,Light Gray,0.207188
01G2YQAEMTESK3J60AXXWND5QK,2022-05-13 12:46:58.405713,2022-05-13 12:46:58.405713,01G118XFCPTA4D0FCYMB3C2KA8,Green,0.182031
01G2YQAEMTX0WQ2W2ZR3J311B1,2022-05-13 12:46:58.410373,2022-05-13 12:46:58.410373,01G118XFCPTA4D0FCYMB3C2KA8,"Tan ",0.103594
01G2YQAEW473F4450RNJ6S7SN8,2022-05-13 12:46:58.593818,2022-05-13 12:46:58.593818,01G118XFCQAA0W4EGCVAB22DXY,Green,0.105469
01G2YQAEW4BV7RJKYX6PZZSHY2,2022-05-13 12:46:58.601885,2022-05-13 12:46:58.601885,01G118XFCQAA0W4EGCVAB22DXY,Light Gray,0.213437
01G2YQAEW4N692304G8ZM929YH,2022-05-13 12:46:58.59859,2022-05-13 12:46:58.59859,01G118XFCQAA0W4EGCVAB22DXY,"Tan ",0.104375
01G2YQAF59R7B6751VJFSJ5CNP,2022-05-13 12:46:58.925118,2022-05-13 12:46:58.925118,01G118XFCQZ4ZG8KF63YXNNVT7,Light Gray,0.370781
01G2YQAFBMN177S63NTK26MQ9E,2022-05-13 12:46:59.128504,2022-05-13 12:46:59.128504,01G118XFD51CMD1VCK5FJD5Y7J,Green,0.1075
01G2YQAFBNM28NKAG8C216ZBV5,2022-05-13 12:46:59.137088,2022-05-13 12:46:59.137088,01G118XFD51CMD1VCK5FJD5Y7J,Light Gray,0.338594
01G2YQAFTHCY248V0BS40SJTHM,2022-05-13 12:46:59.611403,2022-05-13 12:46:59.611403,01G118XFD5YSAP7KEKYDC7XG3M,White,0.678437
01G2YQAFTHRNWC5J9D8DYC0ZDQ,2022-05-13 12:46:59.616431,2022-05-13 12:46:59.616431,01G118XFD5YSAP7KEKYDC7XG3M,Light Gray,0.115156
01G2YQAFXV5PZE6EKCW2EC21PS,2022-05-13 12:46:59.743896,2022-05-13 12:46:59.743896,01G118XFD69ZQW2JE9A9K02DS6,Sienna,0.179844
01G2YQAFXV8ZCV9H2494EV4A5E,2022-05-13 12:46:59.746768,2022-05-13 12:46:59.746768,01G118XFD69ZQW2JE9A9K02DS6,Golden Rod,0.104062
01G2YQAFXVHTDBNXFKXE2WZ62Y,2022-05-13 12:46:59.740215,2022-05-13 12:46:59.740215,01G118XFD69ZQW2JE9A9K02DS6,Green,0.368281
01G2YQAG7G4NR06HH7AV9J9ZBE,2022-05-13 12:46:59.958991,2022-05-13 12:46:59.958991,01G118XFD7JNC0HJYJTF9VEK7G,Green,0.1225
01G2YQAG7G50JK112E9ME7AK53,2022-05-13 12:46:59.963421,2022-05-13 12:46:59.963421,01G118XFD7JNC0HJYJTF9VEK7G,Light Gray,0.145469
01G2YQAG7GJ1030PM0SDEWP5YX,2022-05-13 12:46:59.961874,2022-05-13 12:46:59.961874,01G118XFD7JNC0HJYJTF9VEK7G,"Tan ",0.100625
01G2YQAG7GZDRCX2VCNFNKGXK2,2022-05-13 12:46:59.956981,2022-05-13 12:46:59.956981,01G118XFD7JNC0HJYJTF9VEK7G,White,0.175781
01G2YQAGJZA4SW68ZH37MHCMSE,2022-05-13 12:47:00.403567,2022-05-13 12:47:00.403567,01G118XFD7S1X015BM7HT1SDCP,Light Gray,0.51625
01G2YQAGVRDW052JS93FNKN9KG,2022-05-13 12:47:00.65894,2022-05-13 12:47:00.65894,01G118XFD8F58ZANWNFN10WZNR,Light Gray,0.314219
01G2YQAGVRHCW46RJESV3131W8,2022-05-13 12:47:00.652894,2022-05-13 12:47:00.652894,01G118XFD8F58ZANWNFN10WZNR,White,0.183281
