id,createdAt,updatedAt,assetId,color,coverage
01G2YQ9MXTE29ND56C8EAKV1K5,2022-05-13 12:46:32.040836,2022-05-13 12:46:32.040836,01G1189TNB2NHEKXJKYJHP6MJC,Light Gray,0.180781
01G2YQ9MXTFC19SXCB6XYAHF5G,2022-05-13 12:46:32.044507,2022-05-13 12:46:32.044507,01G1189TNB2NHEKXJKYJHP6MJC,Navy,0.404063
01G2YQ9N5N9QYDH6YSA7BJATWM,2022-05-13 12:46:32.318031,2022-05-13 12:46:32.318031,01G1189TNBHKDNHVC9SB3A3ZFA,Black,0.32625
01G2YQ9N5NQXW79P2K2VJJN59V,2022-05-13 12:46:32.315336,2022-05-13 12:46:32.315336,01G1189TNBHKDNHVC9SB3A3ZFA,Navy,0.174688
01G2YQ9N5NRS5N6293211S4KRT,2022-05-13 12:46:32.312189,2022-05-13 12:46:32.312189,01G1189TNBHKDNHVC9SB3A3ZFA,Green,0.330469
01G2YQ9NFCCG1KKANQWT4RY5AM,2022-05-13 12:46:32.626968,2022-05-13 12:46:32.626968,01G1189TNCR4J8NZ3WW7RKBFVX,Gray,0.112031
01G2YQ9NFCPC4VWXF093Z9DFPY,2022-05-13 12:46:32.623763,2022-05-13 12:46:32.623763,01G1189TNCR4J8NZ3WW7RKBFVX,Sienna,0.19125
01G2YQ9NFCXK7HKRNEWVAGWSDF,2022-05-13 12:46:32.618953,2022-05-13 12:46:32.618953,01G1189TNCR4J8NZ3WW7RKBFVX,Green,0.137812
01G2YQ9NRJR83QK037RXFJX70D,2022-05-13 12:46:32.893787,2022-05-13 12:46:32.893787,01G1189TNCTWZS9KX5ZKVFTW54,Light Blue,0.14375
01G2YQ9NRJZ47KAK2A67JYY4GS,2022-05-13 12:46:32.895427,2022-05-13 12:46:32.895427,01G1189TNCTWZS9KX5ZKVFTW54,Sienna,0.102031
01G2YQ9NRK42NNJMT3HE37EYDY,2022-05-13 12:46:32.898347,2022-05-13 12:46:32.898347,01G1189TNCTWZS9KX5ZKVFTW54,Light Gray,0.211875
01G2YQ9NRK50EMAG8MXNEPEPZ6,2022-05-13 12:46:32.896911,2022-05-13 12:46:32.896911,01G1189TNCTWZS9KX5ZKVFTW54,Gray,0.13625
01G2YQ9NW0CTTCHHGBA8J861FS,2022-05-13 12:46:33.030264,2022-05-13 12:46:33.030264,01G1189TNDWPR3PSEHJS5F9TV9,Rosy Brown,0.131563
01G2YQ9NW0FV7GR9WM43QTG850,2022-05-13 12:46:33.02572,2022-05-13 12:46:33.02572,01G1189TNDWPR3PSEHJS5F9TV9,Sienna,0.114844
01G2YQ9NW0FXJ7HD4D198BPS6T,2022-05-13 12:46:33.028636,2022-05-13 12:46:33.028636,01G1189TNDWPR3PSEHJS5F9TV9,Light Gray,0.156563
01G2YQ9NW0M78CBTHYWCX2M9R6,2022-05-13 12:46:33.027172,2022-05-13 12:46:33.027172,01G1189TNDWPR3PSEHJS5F9TV9,Gray,0.217344
01G2YQ9NW0NMDHW4744HTBN1EM,2022-05-13 12:46:33.024056,2022-05-13 12:46:33.024056,01G1189TNDWPR3PSEHJS5F9TV9,Green,0.117188
01G2YQ9P2TCFH6605MMV4Z64GR,2022-05-13 12:46:33.262441,2022-05-13 12:46:33.262441,01G1189TNEEGQK5BFP9H5QD50A,Black,0.458438
01G2YQ9P2TRNKNGAMNWDAARPAM,2022-05-13 12:46:33.257043,2022-05-13 12:46:33.257043,01G1189TNEEGQK5BFP9H5QD50A,Sienna,0.125
01G2YQ9PB94N5GPZ3J91823H9S,2022-05-13 12:46:33.519713,2022-05-13 12:46:33.519713,01G1189TNEHBSCA6DR1D2GJGPQ,Gray,0.141406
01G2YQ9PB96Z8XYJA1RZV44N93,2022-05-13 12:46:33.523558,2022-05-13 12:46:33.523558,01G1189TNEHBSCA6DR1D2GJGPQ,Black,0.270938
01G2YQ9PB9STRM7TWAGNFAEXKF,2022-05-13 12:46:33.516433,2022-05-13 12:46:33.516433,01G1189TNEHBSCA6DR1D2GJGPQ,Green,0.149375
01G2YQ9PV71S5S35C73YEF9V9N,2022-05-13 12:46:34.068161,2022-05-13 12:46:34.068161,01G1189TNFCHAWWJ5SD357KR5Y,Sienna,0.248594
01G2YQ9PV77XV9BNNJMDE90Z2X,2022-05-13 12:46:34.0735,2022-05-13 12:46:34.0735,01G1189TNFCHAWWJ5SD357KR5Y,Golden Rod,0.121875
01G2YQ9PZT9E1TXYZJ2P6PF9N1,2022-05-13 12:46:34.176527,2022-05-13 12:46:34.176527,01G1189TNG5NNBK68E08DRR0EE,Rosy Brown,0.112344
01G2YQ9PZTR5SZMTCMEHGFYH3K,2022-05-13 12:46:34.173818,2022-05-13 12:46:34.173818,01G1189TNG5NNBK68E08DRR0EE,"Tan ",0.218906
01G2YQ9PZTXPD8GWWEAM4DCTD6,2022-05-13 12:46:34.170226,2022-05-13 12:46:34.170226,01G1189TNG5NNBK68E08DRR0EE,Beige,0.163125
01G2YQ9Q6B0PB61X475NTYNJXF,2022-05-13 12:46:34.377527,2022-05-13 12:46:34.377527,01G1189TNGEBQDNADRZXKJA5P8,Light Blue,0.159688
01G2YQ9Q6BBX29582C66899N0E,2022-05-13 12:46:34.380934,2022-05-13 12:46:34.380934,01G1189TNGEBQDNADRZXKJA5P8,Gray,0.245625
01G2YQ9Q6BGF19FTTG5PKMMZPQ,2022-05-13 12:46:34.384462,2022-05-13 12:46:34.384462,01G1189TNGEBQDNADRZXKJA5P8,Rosy Brown,0.252187
01G2YQ9Q6BYEKA4ZYBC8XYY756,2022-05-13 12:46:34.379331,2022-05-13 12:46:34.379331,01G1189TNGEBQDNADRZXKJA5P8,"Tan ",0.147188
01G2YQ9QHBGRCS0HSS482B2VHD,2022-05-13 12:46:34.714557,2022-05-13 12:46:34.714557,01G1189TNH02GERDYPY36G8W3V,Light Gray,0.116094
01G2YQ9QHBH4WR1QZNAPW57VKJ,2022-05-13 12:46:34.716364,2022-05-13 12:46:34.716364,01G1189TNH02GERDYPY36G8W3V,Black,0.127969
01G2YQ9QHBT8JD8ZSRRWX5WDK1,2022-05-13 12:46:34.711419,2022-05-13 12:46:34.711419,01G1189TNH02GERDYPY36G8W3V,Green,0.137031
01G2YQ9QHBVQPN1FZD61Q9QC1P,2022-05-13 12:46:34.712959,2022-05-13 12:46:34.712959,01G1189TNH02GERDYPY36G8W3V,Sienna,0.243906
01G2YQ9R0F3T85ZA43ZPG7FGJ5,2022-05-13 12:46:35.234406,2022-05-13 12:46:35.234406,01G1189TNJ5N5K8BB49JBW8FBK,Light Gray,0.154062
01G2YQ9R0FRJF7NHZDFV3M0D8Z,2022-05-13 12:46:35.237364,2022-05-13 12:46:35.237364,01G1189TNJ5N5K8BB49JBW8FBK,Khaki,0.122031
01G2YQ9R6A4P2V3CXR7YSQY7V9,2022-05-13 12:46:35.468608,2022-05-13 12:46:35.468608,01G1189TNJMJ3KVFB24792NAJD,Black,0.118594
01G2YQ9R6ABDZHJWD8AF9QA3K2,2022-05-13 12:46:35.460408,2022-05-13 12:46:35.460408,01G1189TNJMJ3KVFB24792NAJD,Gray,0.22625
01G2YQ9R6ACPGW9DNPNG7ADYSE,2022-05-13 12:46:35.463677,2022-05-13 12:46:35.463677,01G1189TNJMJ3KVFB24792NAJD,Rosy Brown,0.180781
01G2YQ9R7K35TE9W957NT3SJJP,2022-05-13 12:46:35.522454,2022-05-13 12:46:35.522454,01G1189TNV8HNRGNP380VW0RNZ,Green,0.362656
01G2YQ9R7KBGJPVFAZ4Q9W6RA6,2022-05-13 12:46:35.526985,2022-05-13 12:46:35.526985,01G1189TNV8HNRGNP380VW0RNZ,Gray,0.218437
01G2YQ9RKXTBC20VP5358FNX2D,2022-05-13 12:46:35.835692,2022-05-13 12:46:35.835692,01G1189TNWT6E0ZVKG248DJAPX,Green,0.230781
01G2YQ9RKXZQT6TC0Y1CY1GFRS,2022-05-13 12:46:35.840513,2022-05-13 12:46:35.840513,01G1189TNWT6E0ZVKG248DJAPX,Gray,0.172656
01G2YQ9S045G0FC401APG1ZY7Q,2022-05-13 12:46:36.274043,2022-05-13 12:46:36.274043,01G1189TNXJJG6A422F2QE3N8J,Gray,0.341406
01G2YQ9S04VATSB9A8G797ZD4X,2022-05-13 12:46:36.269857,2022-05-13 12:46:36.269857,01G1189TNXJJG6A422F2QE3N8J,Green,0.171875
01G2YQ9SD1AQ6HE4T3JXB3K6AP,2022-05-13 12:46:36.65092,2022-05-13 12:46:36.65092,01G1189TNXKB0BR6KS6NBFTJ04,Gray,0.29125
01G2YQ9SD1FAM1YNDCV3ANWW20,2022-05-13 12:46:36.653888,2022-05-13 12:46:36.653888,01G1189TNXKB0BR6KS6NBFTJ04,Light Gray,0.275937
01G2YQ9SD1WNA3GFTPWD8JEK9Y,2022-05-13 12:46:36.656714,2022-05-13 12:46:36.656714,01G1189TNXKB0BR6KS6NBFTJ04,Rosy Brown,0.103906
01G2YQ9SYR1W6N7M3GSKFDZG0R,2022-05-13 12:46:37.260691,2022-05-13 12:46:37.260691,01G118D29P0G0CEE2ZXE1PHH2F,Black,0.263281
01G2YQ9SYRDKQ9NCWNR7VEKZXD,2022-05-13 12:46:37.251892,2022-05-13 12:46:37.251892,01G118D29P0G0CEE2ZXE1PHH2F,Green,0.184531
01G2YQ9SYRJKP1T7TNGNHZBB23,2022-05-13 12:46:37.25796,2022-05-13 12:46:37.25796,01G118D29P0G0CEE2ZXE1PHH2F,Golden Rod,0.1425
01G2YQ9T6FFJ34SFME13D18K32,2022-05-13 12:46:37.487743,2022-05-13 12:46:37.487743,01G118D29N0J1FXNFFC7AD4888,Golden Rod,0.142969
01G2YQ9T6FKF2C416BA8Y34Y3P,2022-05-13 12:46:37.489145,2022-05-13 12:46:37.489145,01G118D29N0J1FXNFFC7AD4888,Light Gray,0.143594
01G2YQ9T6FRPYJF5R3Q3HXJPGZ,2022-05-13 12:46:37.484405,2022-05-13 12:46:37.484405,01G118D29N0J1FXNFFC7AD4888,"Tan ",0.126094
01G2YQ9T6FY87RAN0MSFTNX5ZX,2022-05-13 12:46:37.486207,2022-05-13 12:46:37.486207,01G118D29N0J1FXNFFC7AD4888,Sienna,0.129688
01G2YQ9T8ZD7XPA72DXXPXRVAW,2022-05-13 12:46:37.573469,2022-05-13 12:46:37.573469,01G118D29QDYETKBF14R964S8V,Light Gray,0.260938
01G2YQ9T8ZE8WV3N538JG0EMTP,2022-05-13 12:46:37.576078,2022-05-13 12:46:37.576078,01G118D29QDYETKBF14R964S8V,Rosy Brown,0.157031
01G2YQ9T8ZN4Q6P3YHFKNK5RCH,2022-05-13 12:46:37.570458,2022-05-13 12:46:37.570458,01G118D29QDYETKBF14R964S8V,Sienna,0.291719
01G2YQ9TF9GCY7JFBKZ8WG3W24,2022-05-13 12:46:37.761058,2022-05-13 12:46:37.761058,01G118D29R33H8QC600S2MZ3S0,Black,0.362188
01G2YQ9TF9NFNGXK9X4CGMVDBC,2022-05-13 12:46:37.749676,2022-05-13 12:46:37.749676,01G118D29R33H8QC600S2MZ3S0,Green,0.18375
01G2YQ9TF9PNC8FFCQC5GGQMC0,2022-05-13 12:46:37.755963,2022-05-13 12:46:37.755963,01G118D29R33H8QC600S2MZ3S0,Golden Rod,0.124063
01G2YQ9TNNPM2QPYBSDRDMJ6SA,2022-05-13 12:46:37.961376,2022-05-13 12:46:37.961376,01G118D29S4NV3QBE2CDWGZ10B,Green,0.132969
01G2YQ9TNP4XMF425NXD1PZ3AT,2022-05-13 12:46:37.968923,2022-05-13 12:46:37.968923,01G118D29S4NV3QBE2CDWGZ10B,Sienna,0.152656
01G2YQ9TNPBK0GDKHSZZATM3FY,2022-05-13 12:46:37.971764,2022-05-13 12:46:37.971764,01G118D29S4NV3QBE2CDWGZ10B,Black,0.211406
01G2YQ9TV4SFEWSR2ASTZRHVZ3,2022-05-13 12:46:38.253554,2022-05-13 12:46:38.253554,01G118D29SEHNYQWZFQRGD9JPA,Black,0.803594
01G2YQ9V4E3169SX4NQEDVKMJW,2022-05-13 12:46:38.375051,2022-05-13 12:46:38.375051,01G118D29TT1DMTG4KJ0AF4YPK,Gray,0.183281
01G2YQ9V4ED841PZAS9C41QGJ2,2022-05-13 12:46:38.370241,2022-05-13 12:46:38.370241,01G118D29TT1DMTG4KJ0AF4YPK,Green,0.132031
01G2YQ9V4EK45DPATXYHHKD5XW,2022-05-13 12:46:38.378192,2022-05-13 12:46:38.378192,01G118D29TT1DMTG4KJ0AF4YPK,Black,0.629219
01G2YQ9VBYANT8QWFNV03636WD,2022-05-13 12:46:38.646822,2022-05-13 12:46:38.646822,01G118D29VMB7R7JXD0NX8TK7J,"Tan ",0.100156
01G2YQ9VBYC2J0TCE1DSB80QBJ,2022-05-13 12:46:38.651735,2022-05-13 12:46:38.651735,01G118D29VMB7R7JXD0NX8TK7J,Black,0.153906
01G2YQ9VBYCYP36JF7WM8NWK4T,2022-05-13 12:46:38.650054,2022-05-13 12:46:38.650054,01G118D29VMB7R7JXD0NX8TK7J,Rosy Brown,0.127969
01G2YQ9VBYXH4WFG6A2XWS8CJN,2022-05-13 12:46:38.648479,2022-05-13 12:46:38.648479,01G118D29VMB7R7JXD0NX8TK7J,Gray,0.124219
01G2YQ9VH118PPBSA3AFXNVWYC,2022-05-13 12:46:38.791436,2022-05-13 12:46:38.791436,01G118D29WB9A1HTPKD8DR53RZ,Rosy Brown,0.248906
01G2YQ9VH1DVKWWTDTE75G7ZHP,2022-05-13 12:46:38.788445,2022-05-13 12:46:38.788445,01G118D29WB9A1HTPKD8DR53RZ,Gray,0.303281
01G2YQ9VH1VWGYBE8PPDQ6BK2R,2022-05-13 12:46:38.784767,2022-05-13 12:46:38.784767,01G118D29WB9A1HTPKD8DR53RZ,Green,0.268906
01G2YQ9W5967X7FCCY05H224F9,2022-05-13 12:46:39.457305,2022-05-13 12:46:39.457305,01G118D29WM8HFSAM6DAWZS2ZC,Light Gray,0.124844
01G2YQ9W6S3WY1FWZ133F2FVHB,2022-05-13 12:46:39.46408,2022-05-13 12:46:39.46408,01G118D29WM8HFSAM6DAWZS2ZC,Black,0.654063
01G2YQ9WDG67VZA8Y6SGB6S85Q,2022-05-13 12:46:39.770445,2022-05-13 12:46:39.770445,01G118D29X44KJEFNRCRSYPH13,Rosy Brown,0.446562
01G2YQ9WDGQRMTY6AC1GN0QX49,2022-05-13 12:46:39.76433,2022-05-13 12:46:39.76433,01G118D29X44KJEFNRCRSYPH13,Gray,0.227031
01G2YQ9WMM2AHTQ4TVW0BBE55D,2022-05-13 12:46:39.941378,2022-05-13 12:46:39.941378,01G118D29XE62DDVQNNGMWA091,Light Gray,0.238906
01G2YQ9WMM652GE2E4P4FR5E2D,2022-05-13 12:46:39.936229,2022-05-13 12:46:39.936229,01G118D29XE62DDVQNNGMWA091,Green,0.137812
01G2YQ9WMMW32VRQKXMNJP4XC8,2022-05-13 12:46:39.945149,2022-05-13 12:46:39.945149,01G118D29XE62DDVQNNGMWA091,Black,0.285
01G2YQ9X6QRV4B8MKMP6XCYXWM,2022-05-13 12:46:40.588582,2022-05-13 12:46:40.588582,01G118D29Y05CJ2Z2FAPEC56YK,Black,0.631562
01G2YQ9XDG0Q1E1HKXCNZA05X9,2022-05-13 12:46:40.736582,2022-05-13 12:46:40.736582,01G118D29YRD811Z1EZJYZMR3W,"Tan ",0.113438
01G2YQ9XDGR23B2W6WWYTRTKVR,2022-05-13 12:46:40.740381,2022-05-13 12:46:40.740381,01G118D29YRD811Z1EZJYZMR3W,Gray,0.149687
01G2YQ9XDGXJR5WBM6J9FTWTJS,2022-05-13 12:46:40.743493,2022-05-13 12:46:40.743493,01G118D29YRD811Z1EZJYZMR3W,Light Gray,0.1375
01G2YQ9XQ84SZQEAWVV1HWX9GW,2022-05-13 12:46:41.105634,2022-05-13 12:46:41.105634,01G118D29Z2NCTHZCYD9T07DRP,Green,0.1625
01G2YQ9XQ8JNPHC1KBT0XQMJD4,2022-05-13 12:46:41.110526,2022-05-13 12:46:41.110526,01G118D29Z2NCTHZCYD9T07DRP,Gray,0.253594
01G2YQ9XQ8ZQA79XYH2CANK8NP,2022-05-13 12:46:41.114356,2022-05-13 12:46:41.114356,01G118D29Z2NCTHZCYD9T07DRP,Light Gray,0.102812
01G2YQ9XT6GA2K41G6PYD02G73,2022-05-13 12:46:41.185278,2022-05-13 12:46:41.185278,01G118D29ZSD8YMBD3842JRAYF,Yellow,0.754219
01G2YQ9Y3984S21X1AH0B187H3,2022-05-13 12:46:41.465052,2022-05-13 12:46:41.465052,01G118D2A0860W3N9F671MNKNY,Beige,0.109531
01G2YQ9Y39G8H5P347CSMPQBAY,2022-05-13 12:46:41.470611,2022-05-13 12:46:41.470611,01G118D2A0860W3N9F671MNKNY,Bordeaux/ Fire Brick,0.191094
01G2YQ9Y39H6Q03FME927WT70H,2022-05-13 12:46:41.467142,2022-05-13 12:46:41.467142,01G118D2A0860W3N9F671MNKNY,"Tan ",0.104844
01G2YQ9Y39HF3PHTSA8SN5NPVC,2022-05-13 12:46:41.469013,2022-05-13 12:46:41.469013,01G118D2A0860W3N9F671MNKNY,Sienna,0.32375
01G2YQ9YHN4WJXEN0MD8SJ0AZ1,2022-05-13 12:46:41.907473,2022-05-13 12:46:41.907473,01G118D2A0PNAV8WB1HRM5MRB0,Sienna,0.132812
01G2YQ9YHN7CNXQWV0CT0XP3C5,2022-05-13 12:46:41.909171,2022-05-13 12:46:41.909171,01G118D2A0PNAV8WB1HRM5MRB0,Gray,0.175469
01G2YQ9YHNTE87078C4QWSKB1N,2022-05-13 12:46:41.905854,2022-05-13 12:46:41.905854,01G118D2A0PNAV8WB1HRM5MRB0,Green,0.207969
01G2YQ9YHNW1JSFND0DYCBAVE7,2022-05-13 12:46:41.912239,2022-05-13 12:46:41.912239,01G118D2A0PNAV8WB1HRM5MRB0,Black,0.128906
01G2YQ9YSDC7S0C1MV88GH7804,2022-05-13 12:46:42.158762,2022-05-13 12:46:42.158762,01G118D2A1A34Y6J4CGGD7EEVZ,Rosy Brown,0.139531
01G2YQ9YSDFGG0ED33TZSA8961,2022-05-13 12:46:42.156013,2022-05-13 12:46:42.156013,01G118D2A1A34Y6J4CGGD7EEVZ,Light Gray,0.135937
01G2YQ9YSDX0DAR6ST1PSB7X27,2022-05-13 12:46:42.150006,2022-05-13 12:46:42.150006,01G118D2A1A34Y6J4CGGD7EEVZ,"Tan ",0.170312
01G2YQ9Z4MS7SHF7DY4QV2FXZV,2022-05-13 12:46:42.56575,2022-05-13 12:46:42.56575,01G118D2A1R16FK2A5J9H07RM5,Green,0.182812
01G2YQ9Z4MSGQECG5ZEPB975J8,2022-05-13 12:46:42.574605,2022-05-13 12:46:42.574605,01G118D2A1R16FK2A5J9H07RM5,Gray,0.133281
01G2YQ9Z4MSH3K6B0S89HQNDTE,2022-05-13 12:46:42.571021,2022-05-13 12:46:42.571021,01G118D2A1R16FK2A5J9H07RM5,Sienna,0.332656
01G2YQ9ZA92DGEHA9SZ1XXP0CT,2022-05-13 12:46:42.765887,2022-05-13 12:46:42.765887,01G118D2A2G0QNWCHAXT08P2BX,Sienna,0.168281
01G2YQ9ZA93A7EXHN50S8NY1ZP,2022-05-13 12:46:42.764068,2022-05-13 12:46:42.764068,01G118D2A2G0QNWCHAXT08P2BX,Green,0.155
01G2YQ9ZA967X327Z8FBPPJ3BT,2022-05-13 12:46:42.772615,2022-05-13 12:46:42.772615,01G118D2A2G0QNWCHAXT08P2BX,Rosy Brown,0.115938
01G2YQ9ZA9GQ3S356ZFS03WHNS,2022-05-13 12:46:42.767498,2022-05-13 12:46:42.767498,01G118D2A2G0QNWCHAXT08P2BX,Golden Rod,0.133594
01G2YQ9ZA9KZPE51T550Z8KYMS,2022-05-13 12:46:42.769384,2022-05-13 12:46:42.769384,01G118D2A2G0QNWCHAXT08P2BX,Gray,0.108281
01G2YQ9ZA9X3Y8RTSV6KQHDYD8,2022-05-13 12:46:42.770899,2022-05-13 12:46:42.770899,01G118D2A2G0QNWCHAXT08P2BX,Light Gray,0.123281
01G2YQ9ZGP3515SDYKB4E7CNMZ,2022-05-13 12:46:43.023134,2022-05-13 12:46:43.023134,01G118D2A34DZFQ75E6MDYK1NZ,Black,0.111719
01G2YQ9ZGP9B8YJ2BR4YRRKDCM,2022-05-13 12:46:43.014536,2022-05-13 12:46:43.014536,01G118D2A34DZFQ75E6MDYK1NZ,Green,0.119375
01G2YQ9ZGPJ98WWK55V8C13655,2022-05-13 12:46:43.021298,2022-05-13 12:46:43.021298,01G118D2A34DZFQ75E6MDYK1NZ,Rosy Brown,0.158906
01G2YQ9ZGPKRX2839VT8JFZ8ZH,2022-05-13 12:46:43.018108,2022-05-13 12:46:43.018108,01G118D2A34DZFQ75E6MDYK1NZ,Gray,0.1375
01G2YQ9ZGPN7CS2Q4JH8S8K6NJ,2022-05-13 12:46:43.016095,2022-05-13 12:46:43.016095,01G118D2A34DZFQ75E6MDYK1NZ,"Tan ",0.153437
01G2YQ9ZGPX5X94C72F91V1N7G,2022-05-13 12:46:43.019507,2022-05-13 12:46:43.019507,01G118D2A34DZFQ75E6MDYK1NZ,Light Gray,0.144531
01G2YQ9ZK19XQ3ZJPESA8N0307,2022-05-13 12:46:42.956513,2022-05-13 12:46:42.956513,01G118D2A3DGQBXQAZSKSV494Y,Ivory,0.325781
01G2YQ9ZK1Q413N85KSXVR7HG9,2022-05-13 12:46:42.96187,2022-05-13 12:46:42.96187,01G118D2A3DGQBXQAZSKSV494Y,Orange,0.214531
01G2YQ9ZK1VE23XDVJEH7VNZ5B,2022-05-13 12:46:42.95241,2022-05-13 12:46:42.95241,01G118D2A3DGQBXQAZSKSV494Y,Beige,0.172188
01G2YQA0ABKXEQG7C4R3YS8ATT,2022-05-13 12:46:43.771669,2022-05-13 12:46:43.771669,01G118D2A40ZPTHT9HH3YA65XY,Black,0.15875
01G2YQA0ABZD0PA2SBDBGVN8MR,2022-05-13 12:46:43.767116,2022-05-13 12:46:43.767116,01G118D2A40ZPTHT9HH3YA65XY,Gray,0.220781
01G2YQA0PV343SHNBX939GC83N,2022-05-13 12:46:44.167754,2022-05-13 12:46:44.167754,01G118D2A91KR1V6FYH7QXY1CV,Green,0.225
01G2YQA0PV3BEX0W6NNR32PJ1E,2022-05-13 12:46:44.170804,2022-05-13 12:46:44.170804,01G118D2A91KR1V6FYH7QXY1CV,Gray,0.129688
01G2YQA0PV9PWX6R683ABGHBBC,2022-05-13 12:46:44.169306,2022-05-13 12:46:44.169306,01G118D2A91KR1V6FYH7QXY1CV,"Tan ",0.145781
01G2YQA0PVBECYKT6KXMG2QJJF,2022-05-13 12:46:44.17375,2022-05-13 12:46:44.17375,01G118D2A91KR1V6FYH7QXY1CV,Black,0.187656
01G2YQA0PVT98DKFTPFCYMS9CY,2022-05-13 12:46:44.17228,2022-05-13 12:46:44.17228,01G118D2A91KR1V6FYH7QXY1CV,Rosy Brown,0.128281
01G2YQA0VW8JBDTT0M6VXZ3566,2022-05-13 12:46:44.324877,2022-05-13 12:46:44.324877,01G118D2A9D6E2KJY8TN3NXGQC,Yellow,0.816875
01G2YQA1AK3PYFSWKM4ZQZTY1Y,2022-05-13 12:46:44.85137,2022-05-13 12:46:44.85137,01G118D2AACZ1YBQCRYETCE0RZ,Light Gray,0.125625
01G2YQA1AKGC57GGVC8F85V4JA,2022-05-13 12:46:44.846355,2022-05-13 12:46:44.846355,01G118D2AACZ1YBQCRYETCE0RZ,Sienna,0.249844
01G2YQA1AKHE78XW2FR9X5HT44,2022-05-13 12:46:44.849674,2022-05-13 12:46:44.849674,01G118D2AACZ1YBQCRYETCE0RZ,Gray,0.100781
01G2YQA1AKPZJE8SCCBXN3XHZS,2022-05-13 12:46:44.853043,2022-05-13 12:46:44.853043,01G118D2AACZ1YBQCRYETCE0RZ,Rosy Brown,0.1625
01G2YQA1AKTPSV37M9DZMQ7W5C,2022-05-13 12:46:44.848045,2022-05-13 12:46:44.848045,01G118D2AACZ1YBQCRYETCE0RZ,Golden Rod,0.125625
01G2YQA1FYB98SVX31RKWC6SYG,2022-05-13 12:46:44.952593,2022-05-13 12:46:44.952593,01G118D2ABNBF7D672YEMPP994,Khaki,0.1125
01G2YQA1FYF7DCVTRF62QV88CX,2022-05-13 12:46:44.950844,2022-05-13 12:46:44.950844,01G118D2ABNBF7D672YEMPP994,Light Gray,0.292031
01G2YQA1FYH92TNTHVE25VCQD0,2022-05-13 12:46:44.947145,2022-05-13 12:46:44.947145,01G118D2ABNBF7D672YEMPP994,"Tan ",0.118437
01G2YQA1FYN33NNZR86X9FW85Z,2022-05-13 12:46:44.948895,2022-05-13 12:46:44.948895,01G118D2ABNBF7D672YEMPP994,Sienna,0.115938
01G2YQA1RY16990EMJE6P9DA66,2022-05-13 12:46:45.223351,2022-05-13 12:46:45.223351,01G118D2ACG2A6CD93MZZ254V2,Light Blue,0.119844
01G2YQA1RY6915P7Z8S9MSG2YK,2022-05-13 12:46:45.229151,2022-05-13 12:46:45.229151,01G118D2ACG2A6CD93MZZ254V2,Black,0.134219
01G2YQA1RYF75C651C19GYAP68,2022-05-13 12:46:45.22514,2022-05-13 12:46:45.22514,01G118D2ACG2A6CD93MZZ254V2,Gray,0.214219
01G2YQA1RYGB6FMZZ28KKPP85S,2022-05-13 12:46:45.226892,2022-05-13 12:46:45.226892,01G118D2ACG2A6CD93MZZ254V2,Light Gray,0.144844
01G2YQA24Q5WC0WZRKBBJW5MC8,2022-05-13 12:46:45.647391,2022-05-13 12:46:45.647391,01G118D2ADGKJF7E71AYXSHN14,Light Gray,0.183437
01G2YQA24QGHPCVFB25NN15Q5N,2022-05-13 12:46:45.645751,2022-05-13 12:46:45.645751,01G118D2ADGKJF7E71AYXSHN14,Gray,0.234844
01G2YQA24QPEA3XZJGCT6WN37J,2022-05-13 12:46:45.649003,2022-05-13 12:46:45.649003,01G118D2ADGKJF7E71AYXSHN14,Black,0.152031
01G2YQA24QWFC3W4A0MDA0537B,2022-05-13 12:46:45.644127,2022-05-13 12:46:45.644127,01G118D2ADGKJF7E71AYXSHN14,Green,0.289688
01G2YQA29S4JKC5YZVP2DKJJT6,2022-05-13 12:46:45.759671,2022-05-13 12:46:45.759671,01G118D2ADD9MTTDMFBAKT4ZB3,Green,0.125625
01G2YQA29S5MTHJ8M42TBQHS6Y,2022-05-13 12:46:45.767864,2022-05-13 12:46:45.767864,01G118D2ADD9MTTDMFBAKT4ZB3,Rosy Brown,0.130313
01G2YQA29SHSGWWGQF85EP63S8,2022-05-13 12:46:45.764743,2022-05-13 12:46:45.764743,01G118D2ADD9MTTDMFBAKT4ZB3,Gray,0.105156
01G2YQA29SSF2F9G4PNM83KZW6,2022-05-13 12:46:45.766397,2022-05-13 12:46:45.766397,01G118D2ADD9MTTDMFBAKT4ZB3,Light Gray,0.107188
01G2YQA29SSFQJQFY23J7K7ZDJ,2022-05-13 12:46:45.763026,2022-05-13 12:46:45.763026,01G118D2ADD9MTTDMFBAKT4ZB3,Golden Rod,0.194688
01G2YQA29SY17E9PQXWE5S42VB,2022-05-13 12:46:45.76129,2022-05-13 12:46:45.76129,01G118D2ADD9MTTDMFBAKT4ZB3,Sienna,0.136406
01G2YQA2CC680SMY678KSJJ8H0,2022-05-13 12:46:45.82149,2022-05-13 12:46:45.82149,01G118D2AE2BTEXMKNFZT0XE2P,"Tan ",0.108125
01G2YQA2CC8HBHZ2GV7KHV8QA1,2022-05-13 12:46:45.823205,2022-05-13 12:46:45.823205,01G118D2AE2BTEXMKNFZT0XE2P,Sienna,0.167969
01G2YQA2CC8KZ18NRRSK2KKBEE,2022-05-13 12:46:45.819684,2022-05-13 12:46:45.819684,01G118D2AE2BTEXMKNFZT0XE2P,Beige,0.131875
